Label,Total Backward Packets,Bwd Packet Length Max,Flow Duration,Flow Bytes/s,Flow Packets/s,Total Fwd Packets,Fwd Packet Length Max,Bwd IAT Total,Fwd IAT Total
DDoS,0.0,0.0,10101725.0,2.375831851,0.395971975,4.0,6.0,0.0,10100000.0
DoS Hulk,6.0,4344.0,98716852.0,121.1343328,0.141819757,8.0,357.0,56544.0,98700000.0
BENIGN,2.0,110.0,189.0,1714285.714,21164.02116,2.0,52.0,4.0,3.0
BENIGN,1.0,0.0,55.0,0.0,36363.63636,1.0,0.0,0.0,0.0
DoS Hulk,5.0,8699.0,98338464.0,121.5699281,0.132196492,8.0,360.0,4123.0,98300000.0
BENIGN,2.0,113.0,31004.0,9353.631789446525,129.01561088891756,2.0,32.0,4.0,3.0
DoS Hulk,0.0,0.0,1.0,0.0,2000000.0,2.0,0.0,0.0,1.0
BENIGN,0.0,0.0,4.0,20750000.0,750000.0,3.0,46.0,0.0,4.0
BENIGN,1.0,98.0,23591.0,6951.803654,84.77809334,1.0,66.0,0.0,0.0
BENIGN,1.0,0.0,57.0,0.0,35087.7193,1.0,0.0,0.0,0.0
DDoS,0.0,0.0,9698728.0,2.474551302,0.412425217,4.0,6.0,0.0,9698728.0
DDoS,5.0,5840.0,75406757.0,154.5882685,0.172398344,8.0,20.0,1126137.0,74300000.0
PortScan,1.0,6.0,50.0,120000.0,40000.0,1.0,0.0,0.0,0.0
BENIGN,2.0,98.0,31090.0,8491.476359,128.6587327,2.0,34.0,3.0,48.0
BENIGN,2.0,247.0,70043.0,7995.088731,57.10777665,2.0,33.0,3.0,3.0
BENIGN,2.0,200.0,251.0,2167330.677,15936.25498,2.0,72.0,4.0,47.0
BENIGN,5.0,171.0,5960987.0,86.56284605,2.013089443,7.0,217.0,174423.0,5960987.0
BENIGN,2.0,209.0,32107.0,15386.05289,124.5834242,2.0,38.0,3.0,4.0
BENIGN,9.0,1716.0,298098.0,20691.18209,73.80123315,13.0,389.0,258461.0,298098.0
PortScan,1.0,6.0,39.0,153846.1538,51282.05128,1.0,0.0,0.0,0.0
DDoS,6.0,4380.0,341830.0,34013.98356,26.32887693,3.0,20.0,341802.0,16061.0
BENIGN,2.0,14.0,118.0,118644.0678,33898.30508,2.0,0.0,1.0,4.0
DDoS,0.0,0.0,8252576.0,2.908182851,0.484697142,4.0,6.0,0.0,8252576.0
BENIGN,0.0,0.0,55.0,218181.8182,36363.63636,2.0,6.0,0.0,55.0
BENIGN,1.0,102.0,61512.0,2389.777604369879,32.51398101183509,1.0,45.0,0.0,0.0
DDoS,0.0,0.0,75300.0,398.4063745,66.40106242,5.0,6.0,0.0,75300.0
BENIGN,0.0,0.0,4.0,3000000.0,500000.0,2.0,6.0,0.0,4.0
BENIGN,2.0,124.0,212.0,1603773.58490566,18867.9245283019,2.0,46.0,2.0,1.0
BENIGN,1.0,0.0,183.0,98360.6557377049,21857.9234972678,3.0,6.0,0.0,183.0
BENIGN,0.0,0.0,3.0,4000000.0,666666.6667,2.0,6.0,0.0,3.0
BENIGN,2.0,53.0,23651.0,7610.671853,169.1260412,2.0,37.0,3.0,4.0
BENIGN,0.0,0.0,25124.0,477.6309504855915,79.60515841426525,2.0,6.0,0.0,25124.0
BENIGN,2.0,135.0,255.0,1349019.608,15686.27451,2.0,37.0,1.0,1.0
BENIGN,1.0,126.0,30673.0,5672.741499,65.20392528,1.0,48.0,0.0,0.0
BENIGN,4.0,77.0,31196.0,15386.5880241057,256.4431337351,4.0,43.0,387.0,31026.0
BENIGN,2.0,72.0,173.0,1260115.606936416,23121.387283237,2.0,37.0,48.0,3.0
BENIGN,2.0,86.0,172.0,1383720.93,23255.81395,2.0,33.0,48.0,3.0
BENIGN,1.0,235.0,70304.0,3911.583978152,28.4478834775,1.0,40.0,0.0,0.0
DDoS,4.0,11595.0,89404262.0,130.4523939,0.134221789,8.0,20.0,854679.0,88600000.0
BENIGN,2.0,47.0,164.0,951219.5122,24390.2439,2.0,31.0,1.0,49.0
BENIGN,2.0,102.0,186.0,1548387.097,21505.37634,2.0,42.0,3.0,4.0
BENIGN,2.0,106.0,172919.0,1734.916348,23.13221797,2.0,44.0,3.0,4.0
DDoS,0.0,0.0,3942000.0,7.610350076,1.268391679,5.0,6.0,0.0,3942000.0
BENIGN,1.0,72.0,96150.0,1331.25325013,20.8008320333,1.0,56.0,0.0,0.0
BENIGN,2.0,176.0,74733.0,6369.3415224867,80.2858175103,4.0,31.0,4.0,30433.0
BENIGN,1.0,6.0,15009.0,799.5202878,133.2533813,1.0,6.0,0.0,0.0
DDoS,0.0,0.0,8083418.0,3.711301333,0.618550222,5.0,6.0,0.0,8083418.0
BENIGN,2.0,223.0,24298.0,20907.07054078525,164.62260268334842,2.0,31.0,3.0,49.0
BENIGN,1.0,4.0,35.0,228571.4286,114285.7143,3.0,4.0,0.0,35.0
DoS Hulk,0.0,0.0,1.0,0.0,2000000.0,2.0,0.0,0.0,1.0
DoS Hulk,7.0,4344.0,83508106.0,143.2196295,0.167648396,7.0,341.0,83500000.0,83400000.0
BENIGN,1.0,6.0,50.0,160000.0,40000.0,1.0,2.0,0.0,0.0
BENIGN,1.0,6.0,54.0,222222.222222222,37037.037037037,1.0,6.0,0.0,0.0
BENIGN,1.0,0.0,38.0,0.0,52631.57895,1.0,0.0,0.0,0.0
BENIGN,0.0,0.0,49.0,81632.65306,40816.32653,2.0,2.0,0.0,49.0
DoS Hulk,6.0,7240.0,98357771.0,121.5460647,0.152504473,9.0,360.0,67531.0,98300000.0
DoS Hulk,7.0,5792.0,86806832.0,137.7080551,0.138237967,5.0,347.0,86800000.0,86600000.0
BENIGN,62.0,4380.0,116394369.0,766.9443184,1.039569191,59.0,441.0,111000000.0,116000000.0
DoS Hulk,0.0,0.0,987.0,0.0,4052.684904,4.0,0.0,0.0,987.0
BENIGN,0.0,0.0,63665.0,0.0,47.1216524,3.0,0.0,0.0,63665.0
BENIGN,18.0,1418.0,116103429.0,47.66439758,0.335907392,21.0,590.0,111000000.0,116000000.0
DoS Hulk,2.0,11.0,21329.0,1078.344039,187.5380937,2.0,6.0,21287.0,469.0
BENIGN,4.0,64.0,3764778.0,49.67092349,1.59371947,2.0,46.0,3740998.0,218236.0
DoS Hulk,6.0,5792.0,99901436.0,119.1674562,0.13012826,7.0,310.0,5329.0,99900000.0
BENIGN,132.0,2920.0,47078945.0,4030.166776,4.354388145,73.0,499.0,47100000.0,41100000.0
BENIGN,2.0,60.0,189.0,1100529.101,21164.02116,2.0,44.0,49.0,56.0
BENIGN,2.0,57.0,160.0,1225000.0,25000.0,2.0,41.0,4.0,4.0
PortScan,1.0,6.0,44.0,181818.1818,45454.54545,1.0,2.0,0.0,0.0
BENIGN,2.0,66.0,165.0,1212121.21212121,24242.4242424242,2.0,34.0,3.0,3.0
BENIGN,1.0,46.0,4985369.0,33.89919583,1.203521745,5.0,46.0,0.0,4985369.0
DDoS,6.0,5755.0,928576.0,12521.32297,9.692259977,3.0,20.0,928567.0,3028.0
DDoS,7.0,4380.0,1527450.0,7615.961243,6.546859144,3.0,20.0,1527401.0,547.0
PortScan,1.0,6.0,33.0,242424.2424,60606.06061,1.0,2.0,0.0,0.0
DoS Hulk,5.0,7240.0,85301979.0,144.697698,0.164122804,9.0,368.0,350336.0,85200000.0
PortScan,1.0,6.0,27.0,296296.2963,74074.07407,1.0,2.0,0.0,0.0
BENIGN,1.0,99.0,64645.0,2304.8959702993,30.9382009436,1.0,50.0,0.0,0.0
BENIGN,1.0,0.0,45.0,0.0,44444.44444,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,27.0,222222.2222,74074.07407,1.0,0.0,0.0,0.0
DoS Hulk,0.0,0.0,999.0,6006.006006,5005.005005,5.0,6.0,0.0,999.0
PortScan,1.0,6.0,43.0,186046.5116,46511.62791,1.0,2.0,0.0,0.0
BENIGN,44.0,976.0,1435006.0,6756.766174,57.83947942,39.0,408.0,481000.0,1435006.0
DDoS,4.0,8760.0,278258.0,41784.96216,25.15650943,3.0,20.0,278240.0,21028.0
DoS Hulk,6.0,4344.0,98426721.0,121.6844357,0.132077955,7.0,376.0,4514.0,98400000.0
PortScan,1.0,6.0,58.0,103448.2759,34482.75862,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,93.0,64516.12903,21505.37634,1.0,0.0,0.0,0.0
BENIGN,14.0,384.0,115275580.0,6.644945963,0.260245925,16.0,292.0,110000000.0,115000000.0
BENIGN,1.0,0.0,108424.0,0.0,18.44610049,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,43.0,186046.5116,46511.62791,1.0,2.0,0.0,0.0
BENIGN,0.0,0.0,49.0,81632.65306,40816.32653,2.0,2.0,0.0,49.0
DoS Hulk,6.0,10136.0,98707901.0,121.1757101,0.111439914,5.0,354.0,98700000.0,98700000.0
BENIGN,18.0,223.0,118748912.0,58.52685202,0.345266321,23.0,627.0,118000000.0,119000000.0
BENIGN,1.0,115.0,799.0,210262.8285,2503.128911,1.0,53.0,0.0,0.0
BENIGN,0.0,0.0,131.0,0.0,15267.17557,2.0,0.0,0.0,131.0
BENIGN,8.0,1460.0,5072583.0,871.7452233,3.154211572,8.0,517.0,66856.0,5072583.0
BENIGN,0.0,0.0,4006368.0,0.0,0.4992052652,2.0,0.0,0.0,4006368.0
BENIGN,1.0,6.0,137.0,87591.24088,14598.54015,1.0,6.0,0.0,0.0
BENIGN,1.0,6.0,39.0,307692.3077,51282.05128,1.0,6.0,0.0,0.0
BENIGN,2.0,137.0,88.0,4068181.818,45454.54545,2.0,42.0,49.0,2.0
BENIGN,14.0,367.0,113743840.0,15.04257285,0.246167177,14.0,1260.0,114000000.0,114000000.0
BENIGN,2.0,82.0,166.0,1445783.133,24096.38554,2.0,38.0,3.0,3.0
BENIGN,2.0,77.0,234.0,974358.9744,17094.01709,2.0,37.0,49.0,3.0
BENIGN,8.0,795.0,51140058.0,24.16892057494342,0.332420428619772,9.0,441.0,51124338.0,51125052.0
BENIGN,4.0,2266.0,66680.0,40401.91962,104.9790042,3.0,428.0,34056.0,32797.0
DoS Hulk,0.0,0.0,4.0,0.0,500000.0,2.0,0.0,0.0,4.0
BENIGN,2.0,47.0,172.0,906976.7442,23255.81395,2.0,31.0,4.0,4.0
PortScan,1.0,6.0,12.0,666666.6667,166666.6667,1.0,2.0,0.0,0.0
DoS Hulk,6.0,5792.0,84485097.0,144.8421134,0.153873292,7.0,321.0,353331.0,84400000.0
DDoS,5.0,7300.0,16273.0,714496.4051,491.6118724,3.0,20.0,16196.0,8333.0
DoS Hulk,0.0,0.0,1.0,0.0,2000000.0,2.0,0.0,0.0,1.0
BENIGN,1.0,58.0,48957.0,2042.6088199848848,40.85217639969769,1.0,42.0,0.0,0.0
PortScan,1.0,6.0,43.0,139534.8837,46511.62791,1.0,0.0,0.0,0.0
DoS Hulk,0.0,0.0,5.0,0.0,400000.0,2.0,0.0,0.0,5.0
DoS Hulk,6.0,4344.0,98738907.0,120.7021666,0.1519158,9.0,323.0,32651.0,98700000.0
BENIGN,15.0,4344.0,1395899.0,15001.80171,22.20791046,16.0,357.0,1043957.0,1395899.0
BENIGN,1.0,112.0,47937.0,3504.599787,41.72142604,1.0,56.0,0.0,0.0
BENIGN,2.0,77.0,190.0,1210526.31578947,21052.6315789474,2.0,38.0,48.0,3.0
DoS Hulk,0.0,0.0,1.0,0.0,2000000.0,2.0,0.0,0.0,1.0
BENIGN,0.0,0.0,394.0,0.0,5076.142131979696,2.0,0.0,0.0,394.0
BENIGN,6.0,6.0,11863237.0,3.540349063,0.590058177,1.0,6.0,11800000.0,0.0
BENIGN,0.0,0.0,546.0,21978.021978022,3663.0036630037,2.0,6.0,0.0,546.0
BENIGN,0.0,0.0,85.0,141176.470588235,23529.4117647059,2.0,6.0,0.0,85.0
DoS Hulk,5.0,10136.0,84609102.0,141.2141214,0.130009653,6.0,353.0,144417.0,84500000.0
DoS Slowhttptest,0.0,0.0,63161481.0,0.0,0.11082704,7.0,0.0,0.0,63200000.0
BENIGN,21.0,2896.0,60597236.0,321.5823243,0.709603323,22.0,342.0,60600000.0,50800000.0
BENIGN,52.0,2836.0,199700.0,369344.016,420.6309464,32.0,334.0,162685.0,199700.0
BENIGN,0.0,0.0,1.0,12000000.0,2000000.0,2.0,6.0,0.0,1.0
BENIGN,8.0,2357.0,9038105.0,847.4121511091097,1.770282597956098,8.0,1573.0,204384.0,9038105.0
DoS Hulk,0.0,0.0,4.0,0.0,500000.0,2.0,0.0,0.0,4.0
BENIGN,0.0,0.0,2.0,1040000000.0,1000000.0,2.0,2065.0,0.0,2.0
BENIGN,1.0,0.0,16.0,0.0,125000.0,1.0,0.0,0.0,0.0
BENIGN,1.0,0.0,77.0,0.0,25974.02597,1.0,0.0,0.0,0.0
DoS Hulk,2.0,11.0,17305.0,1329.095637,231.1470673,2.0,6.0,17243.0,974.0
BENIGN,48.0,4230.0,118227552.0,623.2811113,0.702036019,35.0,122.0,118000000.0,118000000.0
BENIGN,2.0,91.0,30951.0,8658.847856288972,129.23653516849214,2.0,43.0,4.0,3.0
DoS Hulk,6.0,5792.0,98316749.0,121.840888,0.142396897,8.0,378.0,31497.0,98300000.0
DoS Hulk,6.0,5792.0,98180604.0,121.8978038,0.152779667,9.0,373.0,134313.0,98100000.0
DDoS,5.0,4380.0,485079.0,23969.2916,16.49215901,3.0,20.0,485022.0,6557.0
DoS Hulk,0.0,0.0,4.0,0.0,500000.0,2.0,0.0,0.0,4.0
DoS Hulk,5.0,8688.0,83150263.0,144.4132534,0.156343462,8.0,413.0,143538.0,83000000.0
DoS Hulk,0.0,0.0,3.0,0.0,666666.6667,2.0,0.0,0.0,3.0
BENIGN,1.0,140.0,532985.0,350.8541516,3.752450819,1.0,47.0,0.0,0.0
BENIGN,2.0,73.0,96395.0,2240.780123,41.49592821,2.0,35.0,3.0,3.0
BENIGN,1.0,48.0,71856.0,1336.005344021376,27.833444667112,1.0,48.0,0.0,0.0
BENIGN,10.0,1955.0,5800170.0,1839.773662,3.448174795,10.0,1887.0,5767120.0,843895.0
BENIGN,1.0,106.0,101738.0,1474.375356,19.65833808,1.0,44.0,0.0,0.0
BENIGN,1.0,46.0,3987495.0,42.38249829,1.504704081,5.0,46.0,0.0,3987495.0
BENIGN,15.0,796.0,115310238.0,18.35916773,0.277512219,17.0,435.0,110000000.0,115000000.0
BENIGN,2.0,0.0,97588.0,389.3921384,61.48296922,4.0,38.0,39024.0,97588.0
PortScan,1.0,6.0,52.0,153846.1538,38461.53846,1.0,2.0,0.0,0.0
PortScan,5.0,5792.0,2464.0,4723214.286,4464.285714,6.0,62.0,1123.0,2464.0
BENIGN,1.0,6.0,32.0,375000.0,62500.0,1.0,6.0,0.0,0.0
BENIGN,2.0,179.0,120679.0,3612.890395,33.14578344,2.0,39.0,4.0,3.0
BENIGN,1.0,0.0,58.0,0.0,34482.75862068965,1.0,0.0,0.0,0.0
BENIGN,0.0,0.0,3.0,4000000.0,666666.6667,2.0,6.0,0.0,3.0
BENIGN,3.0,114.0,62191383.0,7.47692007428103,0.0964763880552391,3.0,61.0,62160942.0,62111982.0
PortScan,1.0,6.0,44.0,136363.6364,45454.54545,1.0,0.0,0.0,0.0
DoS Hulk,0.0,0.0,3.0,0.0,666666.6667,2.0,0.0,0.0,3.0
BENIGN,1.0,93.0,30553.0,4844.041502,65.46002029,1.0,55.0,0.0,0.0
BENIGN,51.0,2896.0,21002199.0,3601.099104,4.428107742,42.0,1271.0,21000000.0,21000000.0
DoS Hulk,6.0,4344.0,99732878.0,119.3086998,0.140374972,8.0,298.0,138638.0,99600000.0
DDoS,6.0,4380.0,92194669.0,126.438981,0.151852598,8.0,20.0,1404126.0,90800000.0
DDoS,0.0,0.0,7418821.0,4.043769219,0.673961536,5.0,6.0,0.0,7418821.0
BENIGN,0.0,0.0,7391.0,35042.6194,541.1987552,4.0,216.0,0.0,7391.0
PortScan,1.0,6.0,26.0,230769.2308,76923.07692,1.0,0.0,0.0,0.0
BENIGN,1.0,0.0,81.0,0.0,24691.35802,1.0,0.0,0.0,0.0
BENIGN,1.0,186.0,61158.0,3793.453023,32.70218124,1.0,46.0,0.0,0.0
BENIGN,0.0,0.0,28856.0,0.0,103.9645134,3.0,0.0,0.0,28856.0
BENIGN,2.0,102.0,391696.0,709.7340795,10.21200114,2.0,37.0,3.0,1.0
PortScan,1.0,6.0,44.0,136363.6364,45454.54545,1.0,0.0,0.0,0.0
BENIGN,0.0,0.0,1.0,12000000.0,2000000.0,2.0,6.0,0.0,1.0
BENIGN,1.0,0.0,40.0,0.0,75000.0,2.0,0.0,0.0,3.0
BENIGN,1.0,60.0,49897.0,2084.293645,40.08257009,1.0,44.0,0.0,0.0
BENIGN,0.0,0.0,47.0,0.0,42553.19149,2.0,0.0,0.0,47.0
DoS Hulk,4.0,11595.0,85878512.0,138.6260628,0.151376633,9.0,310.0,1535.0,85900000.0
DoS Hulk,0.0,0.0,3.0,0.0,666666.6667,2.0,0.0,0.0,3.0
BENIGN,6.0,6.0,21944.0,842644.9143,956.9814072,15.0,2920.0,18057.0,21944.0
BENIGN,2.0,65.0,160.0,1425000.0,25000.0,2.0,49.0,48.0,3.0
PortScan,1.0,6.0,41.0,146341.4634,48780.4878,1.0,0.0,0.0,0.0
BENIGN,9.0,1430.0,900339.0,5685.636188,22.213855,11.0,200.0,607680.0,900339.0
BENIGN,1.0,46.0,4336667.0,41.73712208,1.383551008,5.0,46.0,0.0,4336667.0
PortScan,1.0,6.0,16.0,375000.0,125000.0,1.0,0.0,0.0,0.0
BENIGN,2.0,72.0,191.0,1214659.68586387,20942.4083769633,2.0,44.0,48.0,49.0
DoS Hulk,5.0,5792.0,83745112.0,143.2441812,0.143291945,7.0,401.0,150273.0,83600000.0
BENIGN,2.0,192.0,24084.0,18601.5612,166.0853679,2.0,32.0,4.0,3.0
BENIGN,0.0,0.0,18.0,0.0,111111.1111,2.0,0.0,0.0,18.0
BENIGN,1.0,86.0,62210.0,2250.442051,32.14917216,1.0,54.0,0.0,0.0
BENIGN,1.0,0.0,54.0,0.0,37037.03704,1.0,0.0,0.0,0.0
DoS Hulk,6.0,5792.0,98825665.0,120.6872729,0.141663605,8.0,326.0,9333.0,98800000.0
BENIGN,9.0,20.0,73752891.0,158.2175267,0.230499439,8.0,5840.0,73300000.0,73800000.0
BENIGN,0.0,0.0,93.0,129032.2581,21505.37634,2.0,6.0,0.0,93.0
BENIGN,0.0,0.0,16980.0,0.0,117.7856302,2.0,0.0,0.0,16980.0
BENIGN,1.0,0.0,6503179.0,4.920670337,0.615083792,3.0,31.0,0.0,6503179.0
BENIGN,12.0,821.0,60958451.0,31.98900182,0.442924641,15.0,669.0,60900000.0,61000000.0
BENIGN,16.0,456.0,116075397.0,17.25602540907097,0.3101432424995281,20.0,744.0,110627284.0,116075397.0
DoS Hulk,6.0,4344.0,83827248.0,142.9248876,0.167010135,8.0,374.0,152560.0,83700000.0
PortScan,1.0,6.0,49.0,163265.3061,40816.32653,1.0,2.0,0.0,0.0
BENIGN,17.0,219.0,118220170.0,21.93365142,0.279140184,16.0,517.0,118000000.0,118000000.0
BENIGN,0.0,0.0,3095828.0,0.0,0.646030723,2.0,0.0,0.0,3095828.0
BENIGN,2.0,238.0,216.0,2462962.962962963,18518.51851851852,2.0,28.0,4.0,3.0
DoS Hulk,6.0,4344.0,99609756.0,119.4762489,0.130509305,7.0,306.0,161579.0,99500000.0
BENIGN,1.0,46.0,4289752.0,42.19358135,1.398682255,5.0,46.0,0.0,4289752.0
FTP-Patator,1.0,0.0,233.0,60085.83691,12875.53648,2.0,14.0,0.0,233.0
BENIGN,0.0,0.0,4.0,9250000.0,500000.0,2.0,37.0,0.0,4.0
BENIGN,1.0,0.0,171.0,0.0,11695.90643,1.0,0.0,0.0,0.0
BENIGN,2.0,163.0,184.0,2260869.565,21739.13043,2.0,45.0,4.0,3.0
BENIGN,21.0,1400.0,116174330.0,93.41134139,0.370133402,22.0,3217.0,111000000.0,116000000.0
BENIGN,1.0,235.0,60677.0,4631.079322,32.96141866,1.0,46.0,0.0,0.0
DDoS,6.0,4380.0,98076408.0,118.8563105,0.142745848,8.0,20.0,194078.0,97900000.0
DoS Hulk,6.0,4344.0,151668.0,79153.1503,59.34013767,3.0,410.0,151643.0,13023.0
DoS slowloris,0.0,0.0,3000160.0,0.0,0.99994667,3.0,0.0,0.0,3000160.0
BENIGN,2.0,250.0,61778.0,9161.837547347,64.7479685325,2.0,33.0,4.0,47.0
BENIGN,5.0,675.0,55479.0,20079.66978,162.223544,4.0,421.0,32599.0,45117.0
BENIGN,5.0,1590.0,5531550.0,670.3365241,2.35015502,8.0,229.0,69074.0,5531550.0
BENIGN,2.0,103.0,273.0,1084249.084,14652.01465,2.0,45.0,1.0,1.0
DDoS,0.0,0.0,31977.0,750.5394502,125.0899084,4.0,6.0,0.0,31977.0
BENIGN,2.0,165.0,177.0,2282485.876,22598.87006,2.0,37.0,3.0,3.0
BENIGN,20.0,4344.0,234351.0,171785.0575,170.6841447,20.0,405.0,182020.0,234351.0
PortScan,1.0,6.0,65.0,123076.9231,30769.23077,1.0,2.0,0.0,0.0
BENIGN,18.0,1460.0,116020555.0,60.7823329237,0.3102898448,18.0,276.0,110401486.0,116020555.0
BENIGN,2.0,228.0,236.0,2228813.559,16949.15254,2.0,35.0,47.0,3.0
PortScan,1.0,6.0,22.0,363636.3636,90909.09091,1.0,2.0,0.0,0.0
BENIGN,2.0,132.0,91729.0,3532.143597,43.60671107,2.0,30.0,2.0,3.0
BENIGN,18.0,2920.0,115325448.0,65.29348145,0.33817341,21.0,302.0,110000000.0,115000000.0
BENIGN,2.0,132.0,251.0,1290836.653,15936.25498,2.0,30.0,49.0,4.0
DoS Hulk,7.0,5792.0,85067162.0,140.6300589,0.152820427,6.0,350.0,85100000.0,84900000.0
BENIGN,9.0,1601.0,36764335.0,140.19021423888125,0.5984060367200984,13.0,829.0,30316798.0,36764335.0
BENIGN,2.0,79.0,304967.0,964.0387321,19.67425984,4.0,34.0,3.0,146198.0
DoS Slowhttptest,0.0,0.0,63139541.0,0.0,0.110865551,7.0,0.0,0.0,63100000.0
PortScan,1.0,6.0,45.0,177777.7778,44444.44444,1.0,2.0,0.0,0.0
DoS Hulk,0.0,0.0,981.0,0.0,2038.735984,2.0,0.0,0.0,981.0
BENIGN,1.0,116.0,30333.0,5538.522401,65.93479049,1.0,52.0,0.0,0.0
PortScan,1.0,6.0,54.0,148148.1481,37037.03704,1.0,2.0,0.0,0.0
BENIGN,1.0,163.0,30942.0,7885.721672807187,64.63706289186219,1.0,81.0,0.0,0.0
BENIGN,2.0,97.0,132543.0,2112.521974,30.17888534,2.0,43.0,4.0,4.0
BENIGN,1.0,0.0,30665.0,1010.924507,130.4418718,3.0,31.0,0.0,8663.0
DoS Hulk,0.0,0.0,987.0,0.0,2026.342452,2.0,0.0,0.0,987.0
PortScan,1.0,6.0,59.0,101694.9153,33898.30508,1.0,0.0,0.0,0.0
DDoS,0.0,0.0,92072.0,390.9983491,65.16639152,6.0,6.0,0.0,92072.0
DoS Hulk,7.0,5792.0,100374648.0,119.3628096,0.1195521,5.0,374.0,100000000.0,100000000.0
BENIGN,2.0,108.0,23690.0,12663.57113,168.847615,2.0,42.0,3.0,4.0
BENIGN,1.0,6.0,30.0,400000.0,66666.66667,1.0,6.0,0.0,0.0
DoS Hulk,7.0,4355.0,98349027.0,122.0550967,0.122014425,5.0,397.0,98300000.0,98300000.0
PortScan,1.0,6.0,49.0,163265.3061,40816.32653,1.0,2.0,0.0,0.0
DoS Hulk,7.0,4344.0,99533724.0,119.7784984,0.130608998,6.0,309.0,99500000.0,99400000.0
BENIGN,1.0,0.0,99.0,0.0,20202.0202,1.0,0.0,0.0,0.0
BENIGN,1.0,0.0,95169.0,0.0,21.01524656,1.0,0.0,0.0,0.0
BENIGN,19.0,1460.0,115636622.0,63.74278211,0.345911177,21.0,336.0,112000000.0,116000000.0
BENIGN,2.0,23.0,284.0,323943.662,14084.50704,2.0,23.0,1.0,1.0
DoS Hulk,0.0,0.0,4.0,0.0,500000.0,2.0,0.0,0.0,4.0
DoS Hulk,5.0,8688.0,98876868.0,121.2922723,0.111249478,6.0,380.0,98900000.0,98900000.0
BENIGN,1.0,6.0,1.0,12000000.0,2000000.0,1.0,6.0,0.0,0.0
BENIGN,1.0,0.0,209.0,177033.4928,14354.06699,2.0,37.0,0.0,209.0
DoS Hulk,0.0,0.0,4.0,0.0,500000.0,2.0,0.0,0.0,4.0
BENIGN,0.0,0.0,63133886.0,0.0,0.110875481,7.0,0.0,0.0,63100000.0
BENIGN,3.0,6.0,78.0,230769.2307692308,51282.05128205128,1.0,0.0,4.0,0.0
PortScan,1.0,6.0,7.0,857142.8571,285714.2857,1.0,0.0,0.0,0.0
PortScan,1.0,6.0,67.0,89552.23881,29850.74627,1.0,0.0,0.0,0.0
DoS Hulk,6.0,4344.0,99324791.0,119.8492328,0.130883739,7.0,303.0,48382.0,99300000.0
DoS Hulk,7.0,5792.0,98221000.0,121.3997007,0.132354588,6.0,311.0,98200000.0,98200000.0
PortScan,1.0,6.0,43.0,139534.8837,46511.62791,1.0,0.0,0.0,0.0
DDoS,5.0,5840.0,260622.0,44635.52578,30.69579698,3.0,20.0,260577.0,847.0
BENIGN,2.0,53.0,144.0,1250000.0,27777.77778,2.0,37.0,11.0,3.0
PortScan,1.0,6.0,57.0,140350.8772,35087.7193,1.0,2.0,0.0,0.0
BENIGN,1.0,6.0,629.0,19077.90143,3179.650238,1.0,6.0,0.0,0.0
PortScan,1.0,6.0,49.0,163265.3061,40816.32653,1.0,2.0,0.0,0.0
BENIGN,0.0,0.0,42.0,738095.2381,47619.04762,2.0,31.0,0.0,42.0
BENIGN,9.0,1448.0,10240281.0,457.6046302,1.660110694,8.0,517.0,10200000.0,10200000.0
PortScan,1.0,6.0,42.0,142857.1429,47619.04762,1.0,0.0,0.0,0.0
BENIGN,1.0,204.0,30979.0,8005.4230285032,64.5598631331,1.0,44.0,0.0,0.0
SSH-Patator,33.0,976.0,11631265.0,408.6399889,4.556684075,20.0,640.0,11600000.0,9480060.0
PortScan,1.0,6.0,42.0,142857.1429,47619.04762,1.0,0.0,0.0,0.0
DoS Hulk,0.0,0.0,95.0,0.0,21052.63158,2.0,0.0,0.0,95.0
BENIGN,2.0,179.0,215.0,2027906.977,18604.65116,2.0,39.0,48.0,4.0
BENIGN,2.0,56.0,167.0,1149700.599,23952.09581,2.0,40.0,49.0,3.0
DoS Hulk,6.0,8688.0,85412156.0,139.4180941,0.163911095,8.0,307.0,149545.0,85300000.0
BENIGN,2.0,60.0,404.0,455445.5446,9900.990099,2.0,32.0,3.0,1.0
BENIGN,1.0,105.0,76979.0,1896.621156,25.98111173,1.0,41.0,0.0,0.0
PortScan,1.0,6.0,24.0,333333.3333,83333.33333,1.0,2.0,0.0,0.0
BENIGN,2.0,0.0,1316968.0,40.2439543,3.037279569,2.0,53.0,4.0,1316968.0
DDoS,0.0,0.0,8291807.0,2.894423375,0.482403896,4.0,6.0,0.0,8291807.0
BENIGN,0.0,0.0,3.0,4000000.0,666666.6667,2.0,6.0,0.0,3.0
BENIGN,2.0,90.0,30972.0,8265.530156,129.1489087,2.0,38.0,2.0,3.0
BENIGN,46.0,2896.0,75516138.0,734.478768,1.205040438,45.0,517.0,75500000.0,75500000.0
BENIGN,3.0,6.0,72693.0,63376.11599,123.8083447,6.0,1448.0,1149.0,72693.0
BENIGN,10.0,1448.0,666905.0,6977.00572,28.48981489,9.0,267.0,571822.0,571394.0
PortScan,1.0,6.0,44.0,181818.1818,45454.54545,1.0,2.0,0.0,0.0
PortScan,1.0,6.0,67.0,89552.23881,29850.74627,1.0,0.0,0.0,0.0
